timestamp_sec,raw_odom_yaw,raw_imu_yaw,ekf_filtered_yaw,raw_odom_w,raw_imu_w,ekf_filtered_w,raw_odom_v,ekf_filtered_v
454.364,1.2341,2.399,2.3989,0.0011,0.0,0.0,0.0,0.0
454.422,1.2341,2.3989,2.3989,-0.0008,0.0,-0.0,0.0,0.0
454.465,1.2341,2.399,2.3989,0.0007,0.0,0.0,0.0,0.0
454.523,1.2341,2.3989,2.3989,-0.0009,0.0,-0.0,0.0,0.0
454.57,1.2341,2.3989,2.3989,-0.0,0.0,-0.0,0.0,0.0
454.616,1.2341,2.399,2.3989,0.0012,0.0,0.0,0.0,0.0
454.669,1.2341,2.399,2.399,0.0004,0.0,0.0,0.0,0.0
454.715,1.2341,2.399,2.399,-0.0002,0.0,0.0,0.0,0.0
454.773,1.2341,2.3989,2.399,-0.0012,0.0,-0.0,0.0,0.0
454.821,1.2341,2.3989,2.3989,0.0004,0.0,-0.0,0.0,0.0
454.868,1.2341,2.399,2.399,0.0002,0.0,0.0,0.0,0.0
454.925,1.2341,2.3989,2.3989,-0.0009,0.0,-0.0,0.0,0.0
454.969,1.234,2.3989,2.3989,-0.0001,0.0,-0.0,0.0,0.0
455.024,1.2341,2.399,2.3989,0.0011,0.0,0.0,0.0,0.0
455.072,1.2341,2.399,2.3989,0.0008,0.0,0.0,0.0,0.0
455.119,1.2341,2.3989,2.3989,-0.001,0.0,-0.0,0.0,0.0
455.174,1.2341,2.3989,2.3989,0.0,0.0,-0.0,0.0,0.0
455.222,1.234,2.3989,2.3989,-0.0006,0.0,-0.0,0.0,0.0
455.263,1.2341,2.3989,2.3989,0.0009,0.0,0.0,0.0,0.0
455.324,1.2341,2.3989,2.3989,-0.0002,0.0,0.0,0.0,0.0
455.368,1.234,2.3989,2.3989,-0.0006,0.0,-0.0,0.0,0.0
455.416,1.2341,2.3989,2.3989,0.0002,0.0,-0.0,0.0,0.0
455.471,1.2341,2.3989,2.3989,0.0004,0.0,0.0,0.0,0.0
455.52,1.2341,2.3989,2.3989,-0.0,0.0,0.0,0.0,0.0
455.565,1.2341,2.3989,2.3989,0.0002,0.0,0.0,0.0,0.0
455.629,1.2341,2.3989,2.3989,-0.0001,0.0,0.0,0.0,0.0
455.668,1.2341,2.3989,2.3989,0.0001,0.0,0.0,0.0,0.0
455.719,1.2341,2.3989,2.3989,-0.0001,0.0,-0.0,0.0,0.0
455.773,1.2341,2.399,2.3989,0.0005,0.0,0.0,0.0,0.0
455.822,1.2341,2.3989,2.3989,-0.0007,0.0,-0.0,0.0,0.0
455.865,1.2341,2.3989,2.3989,0.0001,0.0,-0.0,0.0,0.0
455.926,1.2341,2.3989,2.3989,0.0003,0.0,0.0,0.0,0.0
455.972,1.2341,2.3989,2.3989,-0.0006,0.0,-0.0,0.0,0.0
456.016,1.2341,2.399,2.3989,0.0007,0.0,0.0,0.0,0.0
456.065,1.2341,2.399,2.3989,-0.0001,0.0,0.0,0.0,0.0
456.128,1.2341,2.3989,2.3989,-0.0005,0.0,-0.0,0.0,0.0
456.164,1.2341,2.3989,2.3989,0.0004,0.0,0.0,0.0,0.0
456.224,1.2341,2.3989,2.3989,-0.0003,0.0,-0.0,0.0,0.0
456.27,1.2341,2.3989,2.3989,-0.0001,0.0,-0.0,0.0,0.0
456.318,1.2341,2.399,2.3989,0.0013,0.0,0.0,0.0,0.0
456.367,1.2341,2.399,2.3989,-0.0006,0.0,0.0,0.0,0.0
456.426,1.2341,2.399,2.3989,-0.0001,0.0,0.0,0.0,0.0
456.466,1.234,2.3989,2.3989,-0.0019,0.0,-0.0,0.0,0.0
456.525,1.2341,2.3989,2.3989,0.0006,0.0,-0.0,0.0,0.0
456.572,1.234,2.3989,2.3989,-0.0009,0.0,-0.0,0.0,0.0
456.617,1.2341,2.399,2.3989,0.0019,0.0,0.0,0.0,0.0
456.663,1.2341,2.3989,2.3989,-0.0005,0.0,0.0,0.0,0.0
456.725,1.2341,2.399,2.3989,0.0011,0.0,0.0,0.0,0.0
456.767,1.2341,2.399,2.3989,-0.0007,0.0,0.0,0.0,0.0
456.826,1.2341,2.399,2.3989,0.0006,0.0,0.0,0.0,0.0
456.873,1.2341,2.3989,2.3989,-0.001,0.0,-0.0,0.0,0.0
456.92,1.2341,2.399,2.3989,0.0003,0.0,-0.0,0.0,0.0
456.964,1.2341,2.3989,2.3989,-0.0001,0.0,-0.0,0.0,0.0
457.027,1.2341,2.3989,2.3989,-0.0006,0.0,-0.0,0.0,0.0
457.068,1.2341,2.3989,2.3989,0.0004,0.0,0.0,0.0,0.0
457.117,1.2341,2.3989,2.3989,-0.0006,0.0,-0.0,0.0,0.0
457.173,1.2341,2.399,2.3989,0.0007,0.0,0.0,0.0,0.0
457.219,1.2341,2.3989,2.3989,-0.0006,0.0,-0.0,0.0,0.0
457.266,1.2341,2.399,2.3989,0.001,0.0,0.0,0.0,0.0
457.325,1.2341,2.3989,2.3989,-0.0009,0.0,-0.0,0.0,0.0
457.367,1.234,2.3989,2.3989,-0.0008,0.0,-0.0,0.0,0.0
457.423,1.234,2.3989,2.3989,-0.0003,0.0,-0.0,0.0,0.0
457.471,1.234,2.3989,2.3989,-0.0003,0.0,-0.0,0.0,0.0
457.515,1.2341,2.3989,2.3989,0.0012,0.0,0.0,0.0,0.0
457.571,1.2341,2.3989,2.3989,0.0003,0.0,0.0,0.0,0.0
457.621,1.2341,2.3989,2.3989,-0.0006,0.0,-0.0,0.0,0.0
457.667,1.2341,2.3989,2.3989,0.0007,0.0,0.0,0.0,0.0
457.725,1.2341,2.3989,2.3989,-0.0,0.0,0.0,0.0,0.0
457.768,1.2341,2.3989,2.3989,-0.0004,0.0,-0.0,0.0,0.0
457.816,1.2341,2.3989,2.3989,-0.0003,0.0,-0.0,0.0,0.0
457.875,1.2341,2.3989,2.3989,0.0,0.0,-0.0,0.0,0.0
457.918,1.234,2.3989,2.3989,-0.0003,0.0,-0.0,0.0,0.0
457.968,1.234,2.3989,2.3989,0.0002,0.0,-0.0,0.0,0.0
458.025,1.2341,2.3989,2.3989,0.0003,0.0,0.0,0.0,0.0
458.066,1.2341,2.3989,2.3989,0.0001,0.0,0.0,0.0,0.0
458.117,1.234,2.3989,2.3989,-0.0009,0.0,-0.0,0.0,0.0
458.175,1.234,2.3989,2.3989,-0.0002,0.0,-0.0,0.0,0.0
458.217,1.234,2.3989,2.3989,0.0001,0.0,-0.0,0.0,0.0
458.272,1.2341,2.399,2.3989,0.0014,0.0,0.0,0.0,0.0
458.32,1.234,2.3989,2.3989,-0.0009,0.0,-0.0,0.0,0.0
458.366,1.2341,2.3989,2.3989,0.0005,0.0,0.0,0.0,0.0
458.427,1.2341,2.3989,2.3989,-0.0,0.0,0.0,0.0,0.0
458.468,1.2341,2.3989,2.3989,0.0002,0.0,0.0,0.0,0.0
458.523,1.2341,2.3989,2.3989,-0.0004,0.0,-0.0,0.0,0.0
